player_id,elo_overall,elo_hard,elo_clay,elo_grass,elo_carpet
109879,1516.5,1541.1,1482.5,1450.6,1482.1
100033,1754.0,1847.3,1571.9,1716.8,1567.3
101103,1415.5,1409.2,1443.9,1515.8,1500.0
107898,1307.4,1342.1,1409.7,1421.8,1476.5
112630,1561.6,1556.7,1511.9,1580.3,1500.0
100032,1459.1,1576.8,1385.4,1341.5,1461.7
110955,1430.3,1480.0,1415.5,1500.0,1500.0
110996,1393.2,1434.2,1448.1,1480.0,1500.0
110994,1498.8,1514.6,1479.9,1500.0,1500.0
109759,1519.6,1514.0,1454.4,1570.8,1525.6
100028,1719.8,1725.1,1792.6,1752.2,1566.5
112981,1516.6,1500.0,1542.0,1458.5,1500.0
100051,1470.2,1579.7,1482.1,1516.2,1320.5
113492,1473.4,1500.0,1500.0,1467.1,1500.0
109829,1366.9,1432.4,1429.0,1376.7,1500.0
112970,1409.0,1500.0,1463.4,1412.8,1500.0
202579,1361.3,1468.0,1400.7,1355.4,1500.0
115142,1475.5,1492.0,1500.0,1476.0,1500.0
109777,1633.4,1607.0,1561.5,1500.5,1463.8
114598,1504.1,1516.9,1500.0,1478.6,1500.0
109918,1468.9,1500.0,1490.3,1468.0,1500.0
115164,1466.7,1500.0,1475.5,1476.6,1500.0
100066,1537.7,1506.1,1558.6,1577.2,1423.0
115151,1467.9,1480.0,1500.0,1478.7,1500.0
115150,1506.9,1522.5,1525.3,1441.3,1500.0
100036,1467.0,1500.0,1511.4,1377.3,1500.0
100039,1549.1,1490.5,1572.0,1405.6,1339.6
110957,1466.7,1437.6,1456.3,1468.2,1500.0
111063,1516.2,1580.0,1414.6,1500.0,1500.0
117283,1408.0,1425.8,1443.8,1500.0,1500.0
111054,1454.6,1500.0,1444.6,1500.0,1500.0
117264,1448.1,1500.0,1427.7,1479.5,1500.0
112632,1368.1,1481.2,1425.7,1399.8,1500.0
112613,1470.2,1500.0,1482.5,1478.0,1500.0
100035,1541.9,1548.5,1583.3,1557.5,1373.9
111115,1478.1,1497.8,1464.9,1510.6,1500.0
109812,1916.4,1746.8,1786.5,1770.2,1522.2
109822,1638.5,1625.6,1525.7,1584.7,1500.0
100019,1673.1,1522.6,1673.5,1406.6,1500.0
109744,1411.2,1480.0,1441.6,1417.6,1500.0
110870,1329.5,1465.7,1326.8,1449.8,1500.0
201293,1547.5,1452.3,1561.0,1255.0,1500.6
109923,1494.9,1482.1,1516.3,1454.5,1500.0
100060,1753.2,1613.1,1804.6,1673.4,1661.2
117309,1454.4,1536.6,1458.8,1433.7,1500.0
100074,1968.1,1890.9,1866.4,1851.1,2091.7
115136,1449.4,1455.8,1500.0,1478.9,1500.0
100069,1652.9,1521.7,1750.3,1772.9,1441.2
109909,1375.8,1486.8,1500.0,1355.7,1487.4
110203,1455.0,1500.0,1476.8,1461.6,1500.0
109802,1428.4,1500.0,1500.0,1404.0,1500.0
112291,1429.6,1500.0,1500.0,1412.8,1500.0
100053,1566.1,1587.1,1546.0,1451.1,1500.0
110379,1476.1,1475.2,1500.0,1474.5,1500.0
125579,1490.6,1462.3,1500.0,1500.0,1521.1
100044,1360.7,1498.8,1495.9,1291.0,1500.0
109752,1548.1,1503.2,1571.8,1431.5,1411.9
100034,1644.2,1639.7,1678.2,1639.8,1462.5
109767,1318.0,1413.5,1343.2,1435.5,1500.0
114601,1441.4,1478.3,1500.0,1442.0,1500.0
100037,1654.5,1640.2,1630.4,1952.9,1598.0
110991,1509.2,1612.0,1416.1,1594.3,1476.2
110946,1473.2,1515.1,1485.2,1471.4,1500.0
114616,1478.7,1490.0,1500.0,1479.5,1500.0
100058,1529.5,1616.2,1545.4,1521.8,1513.4
109761,1405.7,1445.2,1347.2,1433.5,1499.2
117308,1365.1,1500.9,1414.3,1293.1,1500.0
100081,1551.4,1467.2,1601.5,1802.4,1469.7
107799,1611.1,1548.2,1558.4,1473.8,1472.2
100049,1423.8,1580.7,1282.0,1554.1,1290.8
109795,1429.4,1490.9,1425.9,1407.0,1495.3
112498,1492.5,1500.0,1500.0,1487.0,1500.0
111073,1310.7,1285.1,1497.8,1479.1,1500.0
110039,1360.8,1457.9,1437.6,1368.5,1500.0
100062,1535.6,1599.2,1467.6,1585.2,1529.0
109753,1433.1,1500.0,1413.4,1500.0,1500.0
100087,1841.2,1733.5,1704.4,1977.4,1812.1
109758,1391.9,1500.0,1389.3,1456.9,1500.0
100071,1517.9,1514.5,1449.4,1436.1,1481.3
109970,1470.5,1500.0,1462.3,1500.0,1500.0
100077,1508.8,1542.5,1436.3,1470.8,1558.7
117334,1466.1,1496.7,1445.8,1500.0,1500.0
117302,1524.8,1501.3,1515.9,1500.0,1500.0
100056,1711.7,1602.1,1677.0,1513.4,1347.9
110018,1627.9,1562.1,1524.5,1548.3,1500.0
111082,1308.9,1301.4,1460.7,1500.0,1500.0
117340,1492.2,1518.8,1473.6,1500.0,1500.0
116827,1483.1,1501.1,1500.0,1480.0,1500.0
100063,1597.9,1501.5,1553.9,1443.5,1482.6
100101,1753.9,1547.5,1803.3,1622.9,1350.5
109811,1485.3,1455.0,1427.9,1520.9,1500.0
100072,1366.4,1386.0,1455.7,1418.9,1500.0
109847,1460.0,1500.0,1491.4,1450.8,1500.0
100075,1659.9,1551.8,1500.5,1733.6,1333.5
209539,1465.5,1500.0,1500.0,1455.3,1500.0
100079,1572.6,1519.7,1653.6,1607.4,1221.7
112371,1439.5,1500.0,1481.2,1442.5,1500.0
111074,1388.6,1417.2,1438.0,1500.0,1500.0
108343,1509.7,1541.0,1454.6,1458.8,1500.0
100073,1609.6,1709.4,1523.5,1668.4,1704.0
100119,1563.6,1528.0,1575.6,1679.0,1563.6
108085,1421.9,1459.5,1381.0,1438.2,1500.0
100057,1626.1,1756.2,1581.3,1623.8,1439.8
112345,1417.5,1500.0,1477.1,1417.9,1500.0
109815,1613.4,1507.2,1403.3,1592.1,1477.2
109827,1469.2,1500.2,1460.9,1500.0,1500.0
100099,1511.2,1569.8,1469.9,1628.6,1620.0
110188,1408.0,1480.1,1397.5,1478.7,1500.0
109757,1502.0,1494.3,1506.4,1480.0,1500.0
109856,1687.0,1614.3,1642.8,1486.6,1500.0
107217,1522.2,1504.7,1426.3,1412.5,1422.0
125690,1313.9,1275.9,1500.0,1500.0,1500.0
117328,1450.7,1454.3,1476.7,1500.0,1500.0
107968,1548.3,1565.8,1521.6,1500.0,1455.4
107415,1465.1,1461.2,1489.4,1500.0,1500.0
100055,1740.7,1698.9,1776.1,1786.0,1625.4
110294,1412.9,1461.1,1436.6,1476.0,1500.0
110917,1407.7,1500.0,1390.7,1500.0,1500.0
117312,1495.9,1501.4,1484.9,1500.0,1500.0
107965,1463.7,1437.9,1445.5,1475.7,1460.7
109754,1523.3,1520.0,1530.1,1500.0,1500.0
110947,1404.9,1437.7,1443.2,1493.6,1500.0
100064,1689.3,1745.7,1626.7,1577.3,1572.1
100067,1639.0,1555.2,1627.8,1686.0,1574.8
100092,1910.8,1859.0,1806.7,1958.4,1664.1
100068,1707.1,1569.6,1728.8,1646.0,1416.4
116865,1532.1,1500.0,1524.1,1514.8,1500.0
116770,1438.5,1443.9,1480.7,1462.7,1500.0
110177,1468.1,1459.7,1509.4,1427.7,1500.0
100106,1754.7,1608.6,1464.8,1645.4,1493.9
100090,1498.6,1560.8,1466.8,1551.2,1486.2
111041,1443.8,1445.3,1484.7,1500.0,1500.0
109825,1513.9,1568.3,1511.6,1372.6,1500.0
110952,1371.3,1454.8,1374.7,1500.0,1500.0
110185,1394.9,1369.8,1344.2,1540.5,1459.5
100097,1478.9,1430.9,1548.9,1594.9,1387.9
100038,1630.6,1445.5,1604.2,1435.6,1411.3
109781,1551.9,1462.3,1599.1,1415.1,1500.0
106616,1429.9,1485.4,1413.2,1427.9,1450.6
100089,1399.6,1424.3,1371.5,1462.8,1508.7
109746,1601.8,1513.3,1579.4,1471.2,1494.3
100148,1585.9,1581.6,1539.2,1682.0,1497.8
110951,1504.9,1480.0,1551.6,1468.6,1500.0
117315,1487.1,1437.3,1464.8,1482.0,1500.0
100121,1534.5,1652.6,1486.6,1520.6,1548.6
100100,1859.4,1795.2,1786.3,1886.7,1690.2
100047,1516.9,1474.6,1451.0,1515.0,1480.6
114614,1503.9,1507.3,1534.4,1454.8,1500.0
100061,1517.4,1555.2,1516.8,1434.4,1346.8
109784,1268.0,1356.6,1309.7,1391.0,1482.5
109749,1519.2,1476.2,1533.9,1403.5,1478.1
117307,1466.3,1460.2,1487.1,1500.0,1500.0
109960,1500.0,1446.6,1499.7,1464.7,1495.9
100078,1549.9,1521.9,1621.2,1764.4,1529.5
100128,1721.4,1712.5,1651.5,1906.8,1634.2
116777,1483.1,1500.0,1466.6,1515.2,1500.0
109961,1502.5,1500.0,1533.3,1421.5,1479.6
100117,1612.5,1492.0,1568.5,1642.0,1393.3
107309,1708.6,1493.6,1724.4,1535.5,1482.0
100094,1605.8,1472.2,1476.6,1626.0,1570.8
116879,1444.6,1500.0,1459.2,1462.9,1500.0
116876,1485.8,1500.0,1478.0,1482.0,1500.0
100114,1507.6,1546.0,1691.9,1511.4,1545.2
112383,1485.3,1500.0,1522.6,1447.3,1500.0
100108,1411.7,1500.0,1345.0,1463.5,1500.0
100125,1673.9,1606.7,1471.5,1733.2,1447.1
112380,1489.8,1500.0,1500.0,1483.4,1500.0
209791,1448.5,1453.3,1500.0,1478.4,1500.0
111097,1519.5,1519.4,1500.0,1508.1,1500.0
125708,1409.9,1396.9,1500.0,1500.0,1500.0
117339,1502.8,1470.0,1500.0,1537.7,1500.0
111094,1412.9,1462.3,1409.6,1500.0,1500.0
110993,1608.8,1637.6,1538.7,1472.3,1500.0
106631,1432.5,1505.5,1385.2,1478.1,1500.0
110276,1490.2,1500.0,1482.1,1500.0,1500.0
107993,1515.0,1461.7,1483.6,1411.7,1480.1
100076,1522.7,1522.9,1432.6,1619.1,1448.4
100084,1686.7,1681.1,1628.0,1989.7,1566.1
112496,1528.1,1544.1,1494.8,1488.1,1500.0
100031,1443.8,1438.7,1372.4,1464.7,1474.7
125717,1436.1,1475.8,1423.9,1500.0,1500.0
112987,1496.4,1518.2,1480.9,1500.0,1500.0
125625,1437.4,1411.4,1481.5,1500.0,1500.0
100104,1518.4,1546.9,1371.8,1478.2,1426.0
109914,1697.9,1638.2,1500.0,1495.0,1500.0
100139,1581.5,1620.2,1550.5,1573.3,1466.1
112969,1546.0,1500.0,1557.5,1443.8,1500.0
110052,1473.6,1519.1,1473.4,1444.8,1500.0
110327,1425.9,1500.0,1441.0,1450.2,1500.0
100098,1633.0,1547.8,1556.4,1763.2,1540.5
110286,1483.3,1473.0,1471.3,1454.3,1488.2
109977,1464.4,1500.0,1466.6,1429.7,1500.0
100088,1628.6,1641.9,1550.6,1464.5,1483.1
100126,1613.0,1516.1,1719.3,1869.7,1870.5
100105,1812.3,1665.9,1607.3,1878.4,1554.3
100160,1523.4,1580.4,1476.2,1501.2,1540.7
110298,1491.3,1464.3,1510.4,1505.0,1500.0
125701,1424.2,1420.7,1455.5,1500.0,1500.0
125700,1448.5,1453.4,1483.6,1500.0,1500.0
107830,1420.5,1556.9,1473.1,1363.0,1500.0
100196,1853.0,1767.5,1613.3,1544.4,1628.0
111091,1454.0,1481.1,1500.0,1454.3,1500.0
106594,1498.7,1509.2,1411.3,1500.0,1483.5
109780,1462.3,1471.5,1451.3,1480.0,1500.0
110175,1439.7,1439.6,1403.0,1500.0,1500.0
107823,1543.2,1541.2,1511.6,1500.0,1500.0
111042,1409.6,1402.9,1471.1,1500.0,1500.0
100059,1479.0,1507.5,1440.0,1498.6,1500.0
109764,1529.0,1505.5,1458.2,1472.8,1440.1
110272,1508.5,1500.0,1488.9,1500.0,1498.9
109772,1512.9,1476.5,1471.8,1500.0,1500.0
100123,1562.8,1470.1,1623.5,1506.5,1460.8
110180,1535.4,1521.8,1484.6,1443.2,1500.0
100082,1444.1,1482.9,1375.0,1407.5,1458.4
110277,1521.5,1483.8,1517.5,1500.0,1500.0
111064,1391.9,1500.0,1363.7,1500.0,1478.9
100120,1627.8,1432.5,1629.8,1685.9,1480.4
111062,1380.0,1416.6,1415.3,1500.0,1500.0
100133,1451.7,1551.2,1409.4,1501.4,1322.4
100065,1469.4,1473.4,1333.5,1617.4,1373.0
100027,1544.1,1437.3,1434.6,1667.9,1441.4
100102,1612.1,1544.6,1563.1,1631.0,1453.5
110085,1438.7,1500.0,1460.4,1459.8,1500.0
100147,1613.2,1539.4,1553.9,1509.7,1413.4
109766,1475.6,1515.2,1504.2,1424.0,1500.0
110120,1471.7,1442.0,1487.6,1505.6,1500.0
116783,1458.4,1501.2,1500.0,1438.7,1500.0
108310,1402.8,1426.6,1440.3,1443.8,1440.8
109985,1484.7,1503.2,1452.7,1483.6,1500.0
109806,1447.6,1464.7,1419.9,1511.4,1500.0
112416,1485.9,1500.0,1500.0,1477.5,1500.0
100144,1836.7,1728.8,1751.5,1756.7,1685.7
100115,1707.9,1640.2,1744.1,1618.9,1641.6
110849,1590.3,1500.0,1626.0,1469.3,1500.0
100156,1440.7,1397.8,1450.6,1454.0,1437.6
110082,1515.5,1500.0,1481.9,1490.0,1500.0
202567,1433.0,1389.1,1432.9,1523.1,1482.0
202955,1316.1,1499.9,1296.9,1407.9,1500.0
110205,1450.6,1451.0,1470.5,1475.9,1500.0
116793,1462.3,1521.1,1444.7,1482.8,1500.0
116790,1351.9,1500.0,1420.5,1337.8,1500.0
106996,1339.9,1387.9,1421.0,1433.6,1482.6
209787,1464.2,1465.9,1500.0,1474.5,1500.0
100122,1583.6,1474.1,1533.8,1564.4,1494.0
109803,1545.9,1469.9,1509.4,1523.4,1500.0
110043,1442.5,1500.0,1478.4,1446.4,1500.0
109891,1489.5,1471.6,1495.1,1474.7,1500.0
110025,1451.8,1500.0,1500.0,1439.7,1500.0
110992,1410.7,1449.0,1450.4,1479.9,1500.0
111079,1531.8,1517.0,1528.2,1500.0,1500.0
110954,1401.6,1500.0,1411.6,1500.0,1500.0
111000,1396.2,1398.7,1443.1,1500.0,1500.0
110329,1443.0,1480.1,1521.0,1404.8,1500.0
110270,1421.3,1500.0,1395.0,1500.0,1501.2
100113,1430.6,1556.4,1446.8,1806.0,1503.2
100187,1523.7,1571.6,1407.0,1491.8,1464.6
100136,1635.0,1669.6,1385.8,1466.8,1445.0
110021,1464.8,1506.0,1488.0,1446.4,1500.0
100086,1492.8,1487.1,1474.0,1463.2,1318.6
100083,1512.9,1513.8,1457.9,1400.0,1401.4
109792,1514.2,1471.4,1479.6,1478.6,1500.0
100052,1471.2,1566.4,1382.0,1417.8,1500.0
100129,1586.1,1500.4,1443.3,1606.5,1509.8
100118,1585.4,1557.8,1563.4,1364.4,1459.9
100141,1559.2,1593.4,1530.8,1557.1,1491.9
100159,1775.8,1507.0,1753.1,1582.4,1542.3
112985,1590.9,1500.0,1554.0,1539.1,1500.1
110933,1556.5,1535.4,1523.7,1500.0,1500.0
110004,1292.2,1334.1,1378.4,1441.4,1480.0
100103,1519.8,1488.5,1373.3,1589.5,1400.8
114606,1478.0,1500.0,1478.9,1486.9,1500.0
100110,1588.0,1551.9,1470.4,1686.2,1328.1
109743,1439.3,1517.7,1481.1,1373.2,1437.2
100112,1466.3,1448.5,1459.9,1429.0,1469.4
108342,1582.9,1347.1,1692.4,1345.2,1455.5
109939,1445.6,1500.0,1500.0,1422.7,1500.0
100111,1524.8,1422.7,1357.5,1615.0,1406.9
109927,1471.2,1471.3,1522.7,1414.6,1480.0
110273,1393.6,1463.7,1442.9,1437.2,1500.0
100116,1600.6,1543.3,1591.7,1740.8,1512.2
116801,1503.6,1500.0,1470.2,1535.3,1500.0
100132,1490.9,1447.7,1429.2,1476.3,1409.9
100175,1533.5,1388.0,1550.9,1463.1,1361.4
100134,1436.2,1314.1,1347.3,1530.0,1228.6
116803,1490.2,1500.0,1481.4,1493.1,1500.0
109899,1397.1,1429.8,1500.0,1456.2,1462.3
100127,1632.0,1645.1,1639.5,1602.2,1596.8
202620,1464.7,1479.7,1500.0,1479.3,1490.1
100182,1593.0,1576.0,1340.4,1610.9,1535.0
100157,1433.3,1435.6,1434.2,1432.2,1500.0
110078,1466.7,1482.3,1499.7,1459.9,1500.0
100143,1370.1,1486.2,1442.8,1350.3,1500.0
110067,1449.0,1500.0,1500.0,1423.5,1500.0
100217,1632.1,1515.6,1400.2,1641.3,1461.2
110283,1380.0,1478.6,1396.7,1434.7,1500.0
110844,1459.2,1479.4,1486.0,1478.8,1500.0
209700,1433.7,1500.0,1417.9,1479.0,1500.0
110002,1483.0,1486.6,1520.7,1451.0,1500.0
110089,1485.4,1500.0,1500.0,1483.7,1500.0
100163,1755.5,1719.6,1279.0,1583.6,1565.8
112402,1484.3,1505.8,1500.0,1472.4,1500.0
109892,1443.3,1478.0,1419.0,1501.1,1500.0
100162,1658.9,1551.7,1648.3,1698.7,1594.3
112403,1475.8,1500.0,1500.0,1465.7,1500.0
109870,1507.0,1530.6,1500.0,1471.3,1500.0
100244,1487.7,1602.1,1751.6,1411.7,1536.3
112409,1520.8,1500.0,1488.6,1521.5,1500.0
100180,1534.3,1461.6,1441.8,1587.7,1447.2
112410,1491.6,1500.0,1500.0,1486.8,1500.0
206954,1491.0,1433.2,1547.8,1480.0,1500.0
100151,1491.9,1500.2,1467.2,1455.8,1474.9
100203,1601.8,1531.8,1787.6,1754.5,1545.0
109805,1555.7,1500.0,1500.0,1568.9,1500.0
100219,1468.5,1507.9,1673.7,1534.0,1547.3
112415,1465.2,1500.0,1500.0,1455.6,1500.0
112401,1429.7,1500.0,1500.0,1411.7,1500.0
110009,1457.1,1472.3,1478.9,1477.6,1500.0
106910,1468.3,1458.4,1382.4,1498.4,1500.0
110024,1492.8,1498.1,1456.6,1400.3,1500.0
100135,1557.3,1646.5,1461.5,1604.1,1447.4
111106,1371.9,1363.7,1475.1,1500.0,1500.0
110439,1382.4,1385.6,1462.3,1500.0,1500.0
111014,1489.2,1489.8,1478.0,1500.0,1500.0
109832,1463.2,1469.5,1481.0,1500.0,1500.0
110928,1463.9,1478.9,1475.5,1500.0,1500.0
100258,1414.5,1419.9,1357.3,1494.6,1548.3
104901,1414.4,1488.2,1384.7,1500.0,1463.5
202733,1511.2,1451.9,1535.0,1500.0,1500.0
107001,1467.3,1513.5,1446.7,1500.0,1449.4
100042,1480.2,1480.5,1484.9,1478.0,1500.0
110111,1462.9,1500.0,1431.9,1500.0,1500.0
112993,1393.0,1449.1,1417.9,1500.0,1500.0
100070,1540.1,1517.7,1452.7,1563.2,1405.7
112992,1518.3,1540.8,1464.4,1462.1,1500.0
100142,1626.5,1658.9,1561.9,1385.1,1380.2
108350,1494.1,1458.7,1487.7,1489.1,1500.0
112996,1433.3,1479.4,1435.4,1500.0,1500.0
109765,1447.5,1500.0,1429.8,1500.0,1500.0
100080,1673.9,1596.5,1593.3,1687.7,1417.5
110380,1408.7,1500.0,1367.1,1500.0,1500.0
110271,1440.5,1482.1,1423.6,1500.0,1500.0
109800,1411.4,1410.8,1396.3,1444.0,1500.0
110964,1360.0,1354.9,1411.0,1500.0,1500.0
110860,1464.8,1461.2,1487.0,1500.0,1500.0
100174,1678.6,1658.1,1666.5,1702.3,1560.3
100085,1581.2,1475.4,1551.5,1498.5,1458.9
114613,1458.6,1455.6,1481.9,1496.3,1500.0
110048,1491.9,1500.0,1482.7,1482.7,1500.0
201749,1466.2,1422.8,1444.6,1556.5,1500.0
100229,1659.1,1501.4,1771.7,1698.1,1568.0
100186,1568.0,1506.0,1697.2,1641.0,1611.5
109857,1508.2,1464.2,1527.4,1487.5,1500.0
100093,1564.5,1489.6,1430.3,1438.3,1400.4
109778,1356.9,1414.1,1386.6,1470.8,1500.0
110068,1467.7,1482.2,1538.1,1410.2,1500.0
100145,1411.0,1343.7,1422.0,1325.5,1383.3
100150,1514.4,1470.9,1472.7,1535.3,1443.9
109988,1380.9,1444.2,1398.1,1413.2,1500.0
110086,1455.8,1480.1,1500.0,1454.1,1476.8
100212,1382.4,1317.7,1368.9,1494.6,1443.7
100138,1460.2,1423.7,1456.3,1444.4,1500.0
113151,1517.6,1498.8,1539.7,1470.2,1500.0
100231,1643.8,1605.6,1522.0,1659.9,1319.8
116820,1458.5,1500.0,1500.0,1447.1,1500.0
109965,1401.7,1500.0,1402.2,1462.8,1500.0
100209,1353.9,1345.3,1408.7,1475.4,1500.0
116816,1464.7,1478.7,1500.0,1474.8,1500.0
200901,1773.2,1576.2,1663.8,1644.1,1558.4
200237,1729.1,1723.9,1603.1,1732.0,1596.0
201090,1730.4,1532.2,1735.3,1501.6,1591.5
200845,1820.9,1673.4,1820.3,1770.0,1565.4
201122,1592.9,1574.7,1505.9,1520.2,1500.0
201126,1590.8,1549.6,1474.1,1549.9,1494.7
200211,1765.1,1740.1,1743.6,1767.0,1636.9
223813,1503.6,1485.5,1500.0,1500.0,1500.0
200857,1504.4,1518.2,1470.4,1449.2,1500.0
200810,1772.9,1723.6,1773.0,1581.3,1618.2
200826,1542.7,1495.0,1500.0,1500.0,1500.0
200883,1566.4,1539.8,1480.1,1511.7,1500.0
223727,1426.5,1388.7,1488.1,1500.0,1500.0
200831,1449.1,1400.9,1505.3,1476.2,1500.0
200808,1690.6,1611.4,1646.5,1592.5,1472.1
200891,1388.5,1405.1,1393.9,1454.7,1500.0
223619,1465.9,1456.8,1500.0,1500.0,1500.0
211821,1484.2,1485.2,1500.0,1500.0,1500.0
110159,1472.9,1502.4,1501.4,1401.2,1500.0
216633,1370.2,1500.0,1419.2,1393.5,1500.0
